userId,top_5_name,prediction_rate
M0000010231330,"['칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '고려은단 알티지 오메가3 60캡슐 (60일분)', '아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)', '바이오티 마시는 프리바이오틱스 애플소다 350ml', 'C08""']","[0.9996401071548462, 0.9983975291252136, 0.9981948733329773, 0.9954202771186829, 0.9841124415397644]"
M0000010065139,"['라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', '칼파제르 다크 초콜릿 70% 150g', '아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)', '칼파제르 밀크 초콜릿150g']","[1.0, 0.9999988079071045, 0.9999929666519165, 0.9999808073043823, 0.9996756315231323]"
M0000017218853,"['[NEW] 무지개맨션 아이시 글로우', '[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)', '헌터스 블랙 트러플칩 25g', '밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml', 'C06""']","[0.9999998807907104, 0.9999645948410034, 0.9998019337654114, 0.9990160465240479, 0.9985179305076599]"
M0000010712838,"['고려은단 알티지 오메가3 60캡슐 (60일분)', '밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml', '아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)', '헌터스 화이트 트러플칩 25g', '스카이보틀 퍼퓸 핸드크림 50ml 5종 택1']","[1.0, 0.9999933242797852, 0.9999905824661255, 0.9999263286590576, 0.9999151229858398]"
M0000001370912,"['C03', '칼파제르 밀크 초콜릿150g', '칼파제르 셀렉션 초콜릿150g', '필리밀리 손톱깎이 (S)', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트']","[0.9999998807907104, 0.999964714050293, 0.9998251795768738, 0.9998167157173157, 0.995290994644165]"
M0000021573090,"['딜라이트 프로젝트 프로틴 브라우니/카스테라칩 ', '티타니아 샌드풋파일', '로아커 미니스 믹스 15입 150g', '덴티스테 민트볼 20입', '[1+1기획]페리페라 잉크블랙카라']","[0.9999991655349731, 0.9999927282333374, 0.9999842643737793, 0.9995701909065247, 0.9994101524353027]"
M0000004645417,"['칼파제르 다크 초콜릿 70% 150g', '[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', '3CE 무드레시피 매트 립 컬러', '칼파제르 셀렉션 초콜릿150g']","[1.0, 1.0, 0.9999977350234985, 0.9999934434890747, 0.9976383447647095]"
M0000004690594,"['로아커 미니스 믹스 15입 150g', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', '[NEW] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 85g', '스카이보틀 퍼퓸 핸드크림 50ml 5종 택1', 'C03']","[1.0, 1.0, 0.9999997615814209, 0.9999985694885254, 0.9999567270278931]"
M0000002103966,"['[NEW] 무지개맨션 아이시 글로우', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', 'C08', 'C06""', '보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)']","[0.9999986886978149, 0.9999984502792358, 0.9999982118606567, 0.9999746084213257, 0.9998356103897095]"
M0000004481387,"['C05""', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '티타니아 샌드풋파일', '헌터스 블랙 트러플칩 25g', '[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)']","[0.999997615814209, 0.9992020726203918, 0.9955523610115051, 0.9939414262771606, 0.9893564581871033]"
M0000014235378,"['C02', '덴티스테 민트볼 20입', '메디힐 캡슐100 바이오 세컨덤 하이드로 베타', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', '[NEW] 더프트앤도프트 시그니처/니치 바디퍼퓸미스트 80ml 4종 택1']","[1.0, 0.9999994039535522, 0.9999396800994873, 0.9990876913070679, 0.98209148645401]"
M0000003519461,"['에스리턴 프로틴 브라우니바 초코 50g', '[NEW] 무지개맨션 아이시 글로우', '필리밀리 코털가위', 'W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml', '스카이보틀 퍼퓸 핸드크림 50ml 5종 택1']","[0.9999955892562866, 0.9998451471328735, 0.9996516704559326, 0.999279797077179, 0.9936423301696777]"
M0000004178926,"['아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)', '티타니아 샌드풋파일', '[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)', 'C09', '레이즈 클래식 감자칩 42.5g']","[0.9999983310699463, 0.9999966621398926, 0.9999916553497314, 0.9999097585678101, 0.9998449087142944]"
M0000015927717,"['W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml', '헌터스 블랙 트러플칩 25g', 'C11""', 'C06""', '아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)']","[1.0, 1.0, 0.9999998807907104, 0.9999392032623291, 0.9998557567596436]"
M0000003877309,"['C11""', '[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)', '보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', 'C08', '[NEW] 무지개맨션 아이시 글로우']","[0.9999998807907104, 0.9999849796295166, 0.9999346733093262, 0.9994671940803528, 0.9993630051612854]"
M0000017305687,"['칼파제르 밀크 초콜릿150g', '티타니아 샌드풋파일', '마요라 코피코 커피맛캔디 블리스터 32g', '바이오티 마시는 프리바이오틱스 애플소다 350ml', 'C02']","[0.9998587369918823, 0.9987998008728027, 0.9984429478645325, 0.9974632263183594, 0.9957842230796814]"
M0000004613826,"['메디힐 캡슐100 바이오 세컨덤 하이드로 베타', 'C05', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', 'C08""']","[0.9998757839202881, 0.9998040795326233, 0.9995893836021423, 0.9993242025375366, 0.9988893866539001]"
M0000002115499,"['[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '[NEW] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 85g', 'C05', '바이오티 마시는 프리바이오틱스 애플소다 350ml']","[1.0, 1.0, 0.9999029636383057, 0.9992474317550659, 0.9980539083480835]"
M0000002832953,"['C07', '아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)', 'C10""', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', '[1+1기획]페리페라 잉크블랙카라']","[1.0, 0.9999994039535522, 0.999998927116394, 0.9999966621398926, 0.9999336004257202]"
M0000004548305,"['[단독기획] 쏘피 유기농 라베르플랑 생리대 중형 22개입', 'C04', '히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', '3CE 무드레시피 매트 립 컬러', '[선우PICK]메디힐 티트리 진정 패드 100매']","[1.0, 1.0, 0.9999996423721313, 0.9999874830245972, 0.999983549118042]"
M0000002896741,"['크리넥스 99.9% 항균 안심물티슈 10매', '마요라 코피코 커피맛캔디 블리스터 32g', '칼파제르 밀크 초콜릿150g', '에스리턴 프로틴 브라우니바 초코 50g', '필리밀리 코털가위']","[1.0, 1.0, 0.9999978542327881, 0.9999887943267822, 0.9999860525131226]"
M0000017810346,"['C10""', '[4월 올영PICK/(미니 증정기획)] 페리페라 잉크더벨벳AD', '고려은단 알티지 오메가3 60캡슐 (60일분)', 'C02', '헌터스 블랙 트러플칩 25g']","[0.9999998807907104, 0.9999881982803345, 0.999969482421875, 0.9998660087585449, 0.9991077780723572]"
M0000020077499,"['보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', 'C09""', '바이오티 마시는 프리바이오틱스 애플소다 350ml', '칼파제르 밀크 초콜릿150g', 'C05']","[1.0, 0.9999939203262329, 0.9977360963821411, 0.9909694790840149, 0.9796451330184937]"
M0000020166330,"['3CE 무드레시피 매트 립 컬러', '레이즈 클래식 감자칩 42.5g', 'C09', '[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)', '헌터스 화이트 트러플칩 25g']","[1.0, 0.9999998807907104, 0.9998049139976501, 0.9991297125816345, 0.9990791082382202]"
M0000010577285,"['[NEW] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 85g', '헌터스 화이트 트러플칩 25g', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', 'C05""', '로아커 미니스 믹스 15입 150g']","[1.0, 0.9999932050704956, 0.9999923706054688, 0.9999606609344482, 0.999208390712738]"
M0000013992651,"['딜라이트 프로젝트 프로틴 브라우니/카스테라칩 ', '헌터스 블랙 트러플칩 25g', '아크네스 3초 진정 패치 2종 택1', '칼파제르 밀크 초콜릿150g', '[선우PICK]메디힐 티트리 진정 패드 100매']","[0.9999947547912598, 0.9999758005142212, 0.9999308586120605, 0.999832034111023, 0.9994161128997803]"
M0000001532852,"['마요라 코피코 커피맛캔디 블리스터 32g', '[4월 올영PICK/(미니 증정기획)] 페리페라 잉크더벨벳AD', 'C07', '크리넥스 99.9% 항균 안심물티슈 10매', '에스리턴 프로틴 브라우니바 초코 50g']","[1.0, 0.999993085861206, 0.9997872710227966, 0.9997856020927429, 0.9992461204528809]"
M0000000450594,"['아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)', 'C07', '칼파제르 다크 초콜릿 70% 150g', '[4월 올영PICK/(미니 증정기획)] 페리페라 잉크더벨벳AD', '칼파제르 셀렉션 초콜릿150g']","[1.0, 0.9999740123748779, 0.9998900890350342, 0.9998736381530762, 0.9996896982192993]"
M0000004620484,"['C06', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', '헌터스 블랙 트러플칩 25g', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '필리밀리 손톱깎이 (S)']","[1.0, 1.0, 0.9999997615814209, 0.9999997615814209, 0.9999991655349731]"
M0000004055947,"['칼파제르 다크 초콜릿 70% 150g', 'C05', '[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', 'C05""']","[1.0, 1.0, 1.0, 0.9999992847442627, 0.9999977350234985]"
M0000012189765,"['보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', 'C05""', '칼파제르 셀렉션 초콜릿150g', '칼파제르 밀크 초콜릿150g', '바이오티 마시는 프리바이오틱스 애플소다 350ml']","[0.999980092048645, 0.9999767541885376, 0.9999595880508423, 0.9990123510360718, 0.9983446598052979]"
M0000014365933,"['마요라 코피코 커피맛캔디 블리스터 32g', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '칼파제르 다크 초콜릿 70% 150g', '[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)', 'C09""']","[1.0, 0.9999995231628418, 0.9999872446060181, 0.999640703201294, 0.9994935989379883]"
M0000003590487,"['마요라 코피코 커피맛캔디 블리스터 32g', 'W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml', '[NEW] 더프트앤도프트 시그니처/니치 바디퍼퓸미스트 80ml 4종 택1', 'C10""', '[4월 올영PICK/(미니 증정기획)] 페리페라 잉크더벨벳AD']","[1.0, 1.0, 1.0, 0.9999974966049194, 0.9999858140945435]"
M0000002117271,"['크리넥스 99.9% 항균 안심물티슈 10매', '마요라 코피코 커피맛캔디 블리스터 32g', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', '보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', '필리밀리 코털가위']","[1.0, 1.0, 1.0, 0.9999556541442871, 0.9999077320098877]"
M0000003820673,"['W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml', '메디힐 캡슐100 바이오 세컨덤 하이드로 베타', '스카이보틀 퍼퓸 핸드크림 50ml 5종 택1', '필리밀리 손톱깎이 (S)', 'C05']","[1.0, 0.9999996423721313, 0.9999967813491821, 0.9999847412109375, 0.9999508857727051]"
M0000003852226,"['[선우PICK]메디힐 티트리 진정 패드 100매', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', '[1+1기획]페리페라 잉크블랙카라', '칼파제르 셀렉션 초콜릿150g', '칼파제르 밀크 초콜릿150g']","[1.0, 1.0, 0.9999996423721313, 0.9999775886535645, 0.9994016885757446]"
M0000018841945,"['C10""', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', '히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', '에스리턴 프로틴 브라우니바 초코 50g', 'C11""']","[0.9999988079071045, 0.9999613761901855, 0.9986898303031921, 0.9974895715713501, 0.9571638703346252]"
M0000010449190,"['레이즈 클래식 감자칩 42.5g', '헌터스 화이트 트러플칩 25g', '[NEW] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 85g', '마요라 코피코 커피맛캔디 블리스터 32g', 'C09""']","[0.9999998807907104, 0.9999902248382568, 0.9999456405639648, 0.9999197721481323, 0.9998711347579956]"
M0000004572278,"['[NEW] 무지개맨션 아이시 글로우', '3CE 무드레시피 매트 립 컬러', '아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)', '바이오티 마시는 프리바이오틱스 애플소다 350ml', '[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)']","[0.9999998807907104, 0.9999808073043823, 0.9999728202819824, 0.9998242259025574, 0.9945197701454163]"
M0000011988357,"['헌터스 화이트 트러플칩 25g', '티타니아 샌드풋파일', '3CE 무드레시피 매트 립 컬러', 'C06', '크리넥스 99.9% 항균 안심물티슈 10매']","[0.9999696016311646, 0.999702513217926, 0.9986805319786072, 0.9982870221138, 0.9964631199836731]"
M0000020492983,"['보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', '[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)', '[NEW] 무지개맨션 아이시 글로우', '히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트']","[1.0, 1.0, 1.0, 0.9999998807907104, 0.9999617338180542]"
M0000010131054,"['[NEW] 무지개맨션 아이시 글로우', 'C06', '[NEW] 더프트앤도프트 시그니처/니치 바디퍼퓸미스트 80ml 4종 택1', '필리밀리 손톱깎이 (S)', '헌터스 화이트 트러플칩 25g']","[1.0, 1.0, 1.0, 0.9999980926513672, 0.9999932050704956]"
M0000018822398,"['히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', '에스리턴 프로틴 브라우니바 초코 50g', 'C08', 'C05', '스카이보틀 퍼퓸 핸드크림 50ml 5종 택1']","[0.9999998807907104, 0.9999979734420776, 0.9999836683273315, 0.9999827146530151, 0.9997045397758484]"
M0000014562343,"['덴티스테 민트볼 20입', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', '크리넥스 99.9% 항균 안심물티슈 10매', '보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', 'C10""']","[1.0, 1.0, 1.0, 0.9999878406524658, 0.9999743700027466]"
M0000016047988,"['[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)', 'C02', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', '필리밀리 손톱깎이 (S)', '메디힐 캡슐100 바이오 세컨덤 하이드로 베타']","[1.0, 0.9999997615814209, 0.9999979734420776, 0.9999836683273315, 0.9999819993972778]"
M0000001823085,"['[NEW] 더프트앤도프트 시그니처/니치 바디퍼퓸미스트 80ml 4종 택1', '보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', 'C08', '고려은단 알티지 오메가3 60캡슐 (60일분)', '칼파제르 밀크 초콜릿150g']","[0.9999603033065796, 0.9984956979751587, 0.998164713382721, 0.9949702620506287, 0.9817777872085571]"
M0000000457037,"['헌터스 화이트 트러플칩 25g', 'C06""', '밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml', '필리밀리 코털가위', '바이오티 마시는 프리바이오틱스 애플소다 350ml']","[0.9999679327011108, 0.999294638633728, 0.9983904361724854, 0.9965906143188477, 0.98234623670578]"
M0000004663400,"['[NEW] 더프트앤도프트 시그니처/니치 바디퍼퓸미스트 80ml 4종 택1', '레이즈 클래식 감자칩 42.5g', '[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)', 'C06""', '필리밀리 손톱깎이 (S)']","[0.9999604225158691, 0.999923825263977, 0.9998107552528381, 0.9987055063247681, 0.9979614019393921]"
M0000015071224,"['[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)', '에스리턴 프로틴 브라우니바 초코 50g', '보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', '[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)', 'C08""']","[1.0, 0.9999977350234985, 0.9999914169311523, 0.9999455213546753, 0.99981290102005]"
M0000015287514,"['라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', '[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)', '[NEW] 무지개맨션 아이시 글로우', '헌터스 블랙 트러플칩 25g', '고려은단 알티지 오메가3 60캡슐 (60일분)']","[0.9999995231628418, 0.9999983310699463, 0.9999178647994995, 0.9984211921691895, 0.998157799243927]"
M0000003726078,"['칼파제르 다크 초콜릿 70% 150g', '아크네스 3초 진정 패치 2종 택1', '레이즈 클래식 감자칩 42.5g', '밀크바오밥 퍼퓸 바디워시 화이트머스크 500ml', 'C09""']","[1.0, 0.9999873638153076, 0.9995725750923157, 0.9993553757667542, 0.9968337416648865]"
M0000003986931,"['크리넥스 99.9% 항균 안심물티슈 10매', '3CE 무드레시피 매트 립 컬러', '로아커 미니스 믹스 15입 150g', 'C04', 'C10""']","[1.0, 0.9999884366989136, 0.9999542236328125, 0.9999046325683594, 0.9998101592063904]"
M0000021383166,"['C08', 'C02', '[1+1기획]페리페라 잉크블랙카라', '필리밀리 손톱깎이 (S)', '에뛰드 컬픽스 마스카라 ']","[1.0, 1.0, 1.0, 0.9999998807907104, 0.999997615814209]"
M0000019470075,"['W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml', '고려은단 알티지 오메가3 60캡슐 (60일분)', '메디힐 캡슐100 바이오 세컨덤 하이드로 베타', '필리밀리 손톱깎이 (S)', '티타니아 샌드풋파일']","[1.0, 0.9999998807907104, 0.9999816417694092, 0.9999611377716064, 0.9998964071273804]"
M0000013788807,"['C09""', 'C11""', 'C06""', '필리밀리 손톱깎이 (S)', '헌터스 화이트 트러플칩 25g']","[0.9999980926513672, 0.9999767541885376, 0.999261200428009, 0.9910099506378174, 0.9754512906074524]"
M0000010990690,"['C02', '덴티스테 민트볼 20입', 'C09""', 'C06""', '필리밀리 코털가위']","[1.0, 1.0, 1.0, 0.999992847442627, 0.9993828535079956]"
M0000004478255,"['C05', '헌터스 화이트 트러플칩 25g', '아크네스 3초 진정 패치 2종 택1', '[4월 올영PICK/(미니 증정기획)] 페리페라 잉크더벨벳AD', '[1+1기획]페리페라 잉크블랙카라']","[0.9999996423721313, 0.9999926090240479, 0.9999334812164307, 0.99992835521698, 0.9994939565658569]"
M0000003678818,"['C10""', '[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)', 'C02', '히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트']","[0.999991774559021, 0.9998289346694946, 0.9995879530906677, 0.9986745119094849, 0.9972910284996033]"
M0000003900003,"['C07', '레이즈 클래식 감자칩 42.5g', '칼파제르 밀크 초콜릿150g', 'C11""', '필리밀리 손톱깎이 (S)']","[1.0, 0.9999992847442627, 0.9999992847442627, 0.9999653100967407, 0.9998757839202881]"
M0000013961951,"['C10""', '[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)', '아크네스 3초 진정 패치 2종 택1', '딜라이트 프로젝트 프로틴 브라우니/카스테라칩 ', '[1+1기획]페리페라 잉크블랙카라']","[1.0, 0.999775230884552, 0.9962355494499207, 0.9914604425430298, 0.9911938309669495]"
M0000018613362,"['라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', 'C04', '아크네스 3초 진정 패치 2종 택1', '헌터스 블랙 트러플칩 25g']","[1.0, 0.9999986886978149, 0.9965550899505615, 0.9956222176551819, 0.9924541115760803]"
M0000013521198,"['로아커 미니스 믹스 15입 150g', 'C03', '보로탈코 크레마 벨루탄테 크림 2종 택 1(30ml/150ml)', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '칼파제르 다크 초콜릿 70% 150g']","[1.0, 1.0, 1.0, 0.999997615814209, 0.9999960660934448]"
M0000011491498,"['칼파제르 셀렉션 초콜릿150g', '히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', 'C07', '[1+1기획]페리페라 잉크블랙카라', '필리밀리 손톱깎이 (S)']","[1.0, 0.9999974966049194, 0.999972939491272, 0.9999723434448242, 0.999916672706604]"
M0000011671417,"['C06""', '[4월 올영PICK/(미니 증정기획)] 페리페라 잉크더벨벳AD', '[NEW] 더프트앤도프트 시그니처/니치 바디퍼퓸미스트 80ml 4종 택1', '히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )']","[0.9999831914901733, 0.9999759197235107, 0.9998408555984497, 0.9991282820701599, 0.9978988170623779]"
M0000014999831,"['칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '에뛰드 컬픽스 마스카라 ', 'C04', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트', '딜라이트 프로젝트 프로틴 브라우니/카스테라칩 ']","[0.9999971389770508, 0.9999405145645142, 0.9997501969337463, 0.9987383484840393, 0.9985619187355042]"
M0000012942739,"['C08""', '[NEW] 더프트앤도프트 시그니처/니치 바디퍼퓸미스트 80ml 4종 택1', '[선우PICK]메디힐 티트리 진정 패드 100매', '[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)', '[1+1기획]페리페라 잉크블랙카라']","[0.9999980926513672, 0.999017596244812, 0.9984915256500244, 0.997840404510498, 0.9904686808586121]"
M0000010482892,"['아크네스 3초 진정 패치 2종 택1', '스카이보틀 퍼퓸 핸드크림 50ml 5종 택1', '에스리턴 프로틴 브라우니바 초코 50g', 'C05""', '필리밀리 코털가위']","[1.0, 1.0, 0.9999997615814209, 0.9999985694885254, 0.999995231628418]"
M0000013036446,"['히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', 'C05""', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', '로아커 미니스 믹스 15입 150g', '라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트']","[1.0, 1.0, 1.0, 0.9995463490486145, 0.9973161816596985]"
M0000003776019,"['C06""', '메디힐 캡슐100 바이오 세컨덤 하이드로 베타', '티타니아 샌드풋파일', '에뛰드 컬픽스 마스카라 ', '아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정)']","[0.9999972581863403, 0.9999920129776001, 0.9999551773071289, 0.9998968839645386, 0.9998811483383179]"
M0000014182434,"['칼파제르 셀렉션 초콜릿150g', '필리밀리 손톱깎이 (S)', 'C04', '칼파제르 밀크 초콜릿150g', '[NEW] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 85g']","[1.0, 0.9999935626983643, 0.9999862909317017, 0.999683141708374, 0.9990257024765015]"
M0000017919320,"['헌터스 화이트 트러플칩 25g', '크리넥스 99.9% 항균 안심물티슈 10매', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '[NEW] 무지개맨션 아이시 글로우', '칼파제르 밀크 초콜릿150g']","[0.9999985694885254, 0.9999984502792358, 0.9999974966049194, 0.9999808073043823, 0.9999735355377197]"
M0000014744153,"['칼파제르 다크 초콜릿 70% 150g', 'C05', 'C06""', '3CE 무드레시피 매트 립 컬러', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )']","[0.999607264995575, 0.9945582151412964, 0.9892674088478088, 0.9824239015579224, 0.9753791689872742]"
M0000020822242,"['필리밀리 손톱깎이 (S)', '고려은단 알티지 오메가3 60캡슐 (60일분)', 'C06""', '딜라이트 프로젝트 프로틴 브라우니/카스테라칩 ', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml']","[1.0, 0.999995231628418, 0.999976634979248, 0.9999122619628906, 0.9997077584266663]"
M0000015347521,"['[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)', '필리밀리 코털가위', 'C04', 'C06""', '메디힐 캡슐100 바이오 세컨덤 하이드로 베타']","[1.0, 1.0, 1.0, 1.0, 1.0]"
M0000011953727,"['[1+1기획]페리페라 잉크블랙카라', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', 'C09', '[단독기획] 쏘피 유기농 라베르플랑 생리대 중형 22개입', '아크네스 3초 진정 패치 2종 택1']","[1.0, 0.9998661279678345, 0.9997217059135437, 0.9948678016662598, 0.9938726425170898]"
M0000011168494,"['[NEW] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 85g', '히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)', '칼파제르 밀크 초콜릿150g', '에뛰드 컬픽스 마스카라 ', 'C05']","[1.0, 1.0, 1.0, 0.9999563694000244, 0.999873161315918]"
M0000004092951,"['[한정수량] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 증정 기획 (+세안밴드 증정)', '라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml', 'C02', 'C08', 'C07']","[1.0, 1.0, 0.9999997615814209, 0.9999892711639404, 0.9962427616119385]"
M0000010079012,"['C06', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', 'C05', '칼파제르 밀크 초콜릿150g', '히말라야 핑크솔트 담은 칫솔 부드러운 초극세모 1입 (색상랜덤)']","[0.9999998807907104, 0.9999991655349731, 0.9999977350234985, 0.9999756813049316, 0.9999710321426392]"
M0000001748429,"['C05', '칼로바이 퍼펙트 파워쉐이크 20G  ( 바닐라맛/초코바나나맛 )', '로아커 미니스 믹스 15입 150g', 'C06', 'C07']","[1.0, 0.9999855756759644, 0.9999077320098877, 0.9993471503257751, 0.9973974227905273]"
